project	sample	experiment	run	Y chr overlaps	XIST overlaps	total overlaps	Y chr junctions	XIST junctions	total junctions	is male?	(Y chr overlaps / total overlaps)
SRP000543	SRS001508	SRX261173	SRR816288	22836	0	120143	7426	0	52133	1	0.19007350
SRP000546	SRS001365	SRX261172	SRR816287	18824	0	103278	6569	0	46238	0	0.18226534
SRP001523	SRS010857	SRX261171	SRR816286	21237	0	131078	6866	0	53615	0	0.16201804
SRP000542	SRS000788	SRX261174	SRR816289	11810	0	75358	4598	0	36527	1	0.15671860
SRP001523	SRS010853	SRX261170	SRR816285	25366	2	168072	8739	1	68753	1	0.15092341
SRP029434	SRS475475	SRX342740	SRR961665	2728	26	112751	1252	7	46934	0	0.02419491
SRP017105	SRS374432	SRX203200	SRR611799	702	0	208609	45	0	14350	1	0.00336515
SRP041736	SRS603430	SRX534714	SRR1275094	3932	0	1296684	93	0	47808	1	0.00303235
SRP041736	SRS603500	SRX534783	SRR1274155	2630	0	911235	20	0	22927	1	0.00288619
SRP022054	SRS418150	SRX273732	SRR837851	46	4	16581	39	2	11927	0	0.00277426
SRP041736	SRS603495	SRX534778	SRR1274412	82	0	31547	13	0	10813	1	0.00259930
SRP041736	SRS603507	SRX534790	SRR1274169	2770	0	1123779	37	0	23108	1	0.00246490
SRP041736	SRS603513	SRX534796	SRR1274181	1964	0	798297	29	0	27919	1	0.00246024
SRP014146	SRS348793	SRX158083	SRR519068	263	0	108758	143	0	16177	0	0.00241821
SRP041736	SRS603522	SRX534805	SRR1274103	1584	0	660544	43	0	32188	1	0.00239802
SRP041736	SRS603439	SRX534722	SRR1275110	3530	0	1475487	59	0	38592	1	0.00239243
SRP001599	SRS212581	SRX079566	SRR390728	567	0	237998	103	0	67462	1	0.00238237
SRP001599	SRS212581	SRX079566	SRR292241	610	0	262934	105	0	70439	1	0.00231997
SRP028822	SRS470478	SRX335393	SRR952669	3122	192	1355474	746	37	199843	1	0.00230325
SRP041736	SRS603438	SRX534721	SRR1275108	3108	0	1354779	58	0	38320	1	0.00229410
SRP041736	SRS603443	SRX534726	SRR1275118	3932	0	1802892	63	0	26740	1	0.00218094
SRP017262	SRS376467	SRX205698	SRR620041	16178	0	7426889	459	0	219354	1	0.00217830
SRP041736	SRS603518	SRX534801	SRR1274095	1317	0	604671	46	0	31861	1	0.00217804
SRP041736	SRS603498	SRX534781	SRR1274151	2520	0	1158135	26	0	26080	1	0.00217591
SRP014146	SRS348804	SRX158094	SRR519079	280	1	128865	220	1	18536	0	0.00217282
SRP041736	SRS603508	SRX534791	SRR1274171	898	0	428243	39	0	30031	1	0.00209694
SRP041736	SRS603436	SRX534719	SRR1275104	3257	0	1574217	64	0	39303	1	0.00206897
SRP041736	SRS603496	SRX534779	SRR1274147	1529	0	752956	42	0	38219	1	0.00203066
SRP041736	SRS603488	SRX534771	SRR1275032	926	0	456490	77	0	31703	1	0.00202852
SRP041736	SRS603422	SRX534705	SRR1275166	2905	0	1437320	56	0	42504	1	0.00202112
SRP041736	SRS603424	SRX534707	SRR1275170	1274	0	645788	66	0	39000	1	0.00197278
SRP007605	SRS254691	SRX087132	SRR324688	4030	0	2071156	570	0	197347	1	0.00194577
SRP007605	SRS254654	SRX087121	SRR324678	8430	0	4372079	365	0	160130	1	0.00192814
SRP041736	SRS603420	SRX534703	SRR1275162	2210	0	1164968	64	0	39379	1	0.00189705
SRP041736	SRS603524	SRX534807	SRR1274107	1109	0	588194	40	0	35432	1	0.00188543
SRP041736	SRS603442	SRX534725	SRR1275116	3179	0	1692672	50	0	30610	1	0.00187810
SRP041736	SRS603503	SRX534786	SRR1274161	1328	0	711767	67	0	33311	1	0.00186578
SRP007605	SRS254654	SRX087129	SRR324685	8000	0	4349835	380	0	173070	1	0.00183915
SRP007605	SRS254654	SRX087127	SRR324683	9594	0	5219206	381	0	175464	1	0.00183821
SRP041736	SRS603486	SRX534769	SRR1275028	924	0	507677	38	0	30483	1	0.00182005
SRP007605	SRS254691	SRX087131	SRR324687	3284	0	1830102	617	0	154243	1	0.00179444
SRP007605	SRS254691	SRX087131	SRR325616	9592	0	5363210	937	0	209226	1	0.00178848
SRP041736	SRS603510	SRX534793	SRR1274175	1295	0	728211	49	0	26906	1	0.00177833
SRP041736	SRS603437	SRX534720	SRR1275106	3567	0	2021107	73	0	34089	1	0.00176487
SRP017262	SRS376460	SRX205688	SRR620004	5780	0	3292290	257	0	151510	1	0.00175562
SRP041736	SRS603525	SRX534808	SRR1274109	1637	0	934477	32	0	29171	1	0.00175178
SRP041736	SRS603441	SRX534724	SRR1275114	3144	0	1800562	61	0	41105	1	0.00174612
SRP028822	SRS470479	SRX335394	SRR952670	131	1	76050	91	1	27711	1	0.00172255
DRP001797	DRS014290	DRX021445	DRR023617	50	0	29236	22	0	16379	1	0.00171022
SRP041736	SRS603490	SRX534773	SRR1275036	747	0	443327	46	0	34048	1	0.00168499
SRP041736	SRS603494	SRX534777	SRR1274410	983	0	588983	37	0	26770	1	0.00166898
SRP041736	SRS603523	SRX534806	SRR1274105	809	0	489407	66	0	29874	1	0.00165302
SRP041736	SRS603499	SRX534782	SRR1274153	1861	0	1128096	37	0	26343	1	0.00164968
SRP007605	SRS254654	SRX087128	SRR324684	9131	0	5570511	347	0	173263	1	0.00163917
SRP041736	SRS603511	SRX534794	SRR1274177	1209	0	739421	51	0	31256	1	0.00163506
SRP041736	SRS603505	SRX534788	SRR1274165	1339	0	826448	41	0	33291	1	0.00162019
SRP017262	SRS376459	SRX205694	SRR620034	10472	4	6478873	332	2	190624	1	0.00161633
SRP001599	SRS212585	SRX079570	SRR390732	688	0	425740	119	0	80098	1	0.00161601
SRP001599	SRS212585	SRX079570	SRR292245	862	0	538517	131	0	86440	1	0.00160069
SRP041736	SRS603427	SRX534710	SRR1275176	2576	0	1609740	75	0	46256	1	0.00160026
SRP041736	SRS603520	SRX534803	SRR1274099	1769	0	1109293	41	0	18109	1	0.00159471
SRP015360	SRS360540	SRX182676	SRR553465	3121	0	1979078	170	0	112294	1	0.00157700
SRP007605	SRS254654	SRX087123	SRR324679	5104	0	3239733	336	0	158668	1	0.00157544
SRP041736	SRS603491	SRX534774	SRR1275038	1018	0	647718	48	0	30231	1	0.00157167
SRP041736	SRS603434	SRX534717	SRR1275100	2108	0	1346464	80	0	39664	1	0.00156558
DRP001797	DRS014290	DRX021445	DRR023600	2038	0	1302937	193	0	107411	1	0.00156416
SRP001599	SRS212580	SRX079565	SRR292240	252	0	161434	85	0	60118	1	0.00156101
SRP014146	SRS348794	SRX158084	SRR519069	205	0	131491	133	0	20701	0	0.00155904
SRP007605	SRS254654	SRX087126	SRR324682	8544	0	5484607	358	0	187657	1	0.00155781
DRP001797	DRS014290	DRX021445	DRR023598	2042	0	1312053	180	0	107658	1	0.00155634
SRP001599	SRS212580	SRX079565	SRR390727	244	0	156788	85	0	59259	1	0.00155624
DRP001797	DRS014290	DRX021445	DRR023605	2032	0	1313347	190	0	107787	1	0.00154719
DRP001797	DRS014290	DRX021445	DRR023612	2025	0	1310643	179	0	107940	1	0.00154504
DRP001797	DRS014290	DRX021445	DRR023616	1960	0	1274422	182	0	107174	1	0.00153795
DRP001797	DRS014289	DRX021443	DRR023594	2077	0	1351714	197	0	110728	1	0.00153657
ERP004592	ERS392606	ERX376258	ERR409887	26	0	16921	25	0	10182	1	0.00153655
DRP001797	DRS016621	DRX021450	DRR023658	2326	0	1514281	184	0	124229	1	0.00153604
DRP001797	DRS016621	DRX021450	DRR023663	2335	0	1522505	184	0	123832	1	0.00153366
DRP001797	DRS014290	DRX021445	DRR023607	1977	0	1289686	186	0	107497	1	0.00153293
DRP001797	DRS014290	DRX021445	DRR023601	2023	0	1323044	180	0	107995	1	0.00152905
DRP001797	DRS014290	DRX021445	DRR023602	1997	0	1307675	180	0	107782	1	0.00152714
DRP001797	DRS014290	DRX021445	DRR023604	2007	0	1317171	182	0	107945	1	0.00152372
DRP001797	DRS016619	DRX021448	DRR023640	2254	0	1483937	193	0	117726	1	0.00151893
SRP041736	SRS603426	SRX534709	SRR1275174	2082	0	1371040	68	0	46934	1	0.00151856
SRP017262	SRS376463	SRX205691	SRR620028	11275	0	7427149	378	0	216275	1	0.00151808
SRP041736	SRS603501	SRX534784	SRR1274157	794	0	524510	68	0	32945	1	0.00151379
DRP001797	DRS016621	DRX021450	DRR023654	2302	0	1526340	172	0	123795	1	0.00150818
DRP001797	DRS014290	DRX021445	DRR023611	1990	0	1322680	174	0	108087	1	0.00150452
DRP001797	DRS016619	DRX021448	DRR023641	2225	0	1486134	178	0	117659	1	0.00149717
DRP001797	DRS016621	DRX021450	DRR023657	2237	0	1499322	187	0	123773	1	0.00149201
DRP001797	DRS016619	DRX021448	DRR023638	2203	0	1477051	198	0	117453	1	0.00149149
DRP001797	DRS016619	DRX021448	DRR023637	2212	0	1486821	194	0	117752	1	0.00148774
DRP001797	DRS016621	DRX021450	DRR023661	2268	0	1524609	176	0	124084	1	0.00148759
DRP001797	DRS016621	DRX021450	DRR023659	2211	0	1486573	175	0	123466	1	0.00148731
SRP041736	SRS603517	SRX534800	SRR1274093	1362	0	917371	36	0	32291	1	0.00148468
DRP001797	DRS014289	DRX021443	DRR023593	1997	0	1345909	193	0	110199	1	0.00148376
DRP001797	DRS014290	DRX021445	DRR023597	1954	0	1320143	194	0	108169	1	0.00148014
DRP001797	DRS016621	DRX021450	DRR023651	2251	0	1521702	172	0	123803	1	0.00147926
DRP001797	DRS014290	DRX021445	DRR023603	1928	0	1304526	180	0	107990	1	0.00147793
DRP001797	DRS016619	DRX021448	DRR023635	2199	0	1488966	185	0	117972	1	0.00147686
DRP001797	DRS014289	DRX021443	DRR023596	1134	0	768043	159	0	93675	1	0.00147648
SRP007605	SRS254654	SRX087125	SRR324681	7262	0	4920334	340	0	170182	1	0.00147592
SRP017262	SRS376470	SRX205701	SRR620049	10109	2	6849697	377	2	218892	1	0.00147583
DRP001797	DRS016621	DRX021450	DRR023665	135	0	91617	40	0	36938	1	0.00147353
DRP001797	DRS016619	DRX021448	DRR023642	1093	0	742345	147	0	96750	1	0.00147236
DRP001797	DRS016621	DRX021450	DRR023664	2210	0	1501598	185	0	124051	1	0.00147177
DRP001797	DRS016621	DRX021450	DRR023655	2252	0	1533109	181	0	124594	1	0.00146891
DRP001797	DRS016619	DRX021448	DRR023639	2160	0	1472248	183	0	117349	1	0.00146714
DRP001797	DRS016621	DRX021450	DRR023662	2224	0	1521921	193	0	123736	1	0.00146131
SRP029434	SRS475474	SRX342739	SRR961664	290	85	198531	124	11	59282	0	0.00146073
SRP001599	SRS212583	SRX079568	SRR292243	751	0	514311	102	0	80822	1	0.00146021
SRP041736	SRS603489	SRX534772	SRR1275034	1329	0	912380	26	0	29367	1	0.00145663
DRP001797	DRS016621	DRX021450	DRR023650	2232	0	1535129	178	0	124063	1	0.00145395
DRP001797	DRS014289	DRX021443	DRR023592	1940	0	1334752	182	0	110192	1	0.00145345
SRP041736	SRS603509	SRX534792	SRR1274173	841	0	581194	28	0	29922	1	0.00144702
DRP001797	DRS014290	DRX021445	DRR023606	1880	0	1299838	185	0	107520	1	0.00144633
DRP001797	DRS014290	DRX021445	DRR023608	1884	0	1302832	182	0	107691	1	0.00144608
DRP001797	DRS016619	DRX021448	DRR023636	2151	0	1488358	190	0	118129	1	0.00144522
DRP001797	DRS014290	DRX021445	DRR023613	1872	0	1298881	188	0	107571	1	0.00144124
DRP001797	DRS014290	DRX021445	DRR023609	1831	0	1270558	185	0	106918	1	0.00144110
DRP001797	DRS014290	DRX021445	DRR023615	1869	0	1298354	196	0	107580	1	0.00143951
DRP001797	DRS014289	DRX021443	DRR023595	1949	0	1356286	180	0	110945	1	0.00143701
SRP001599	SRS212583	SRX079568	SRR390730	601	0	419218	95	0	75358	1	0.00143362
DRP001797	DRS016621	DRX021450	DRR023652	2191	0	1528995	162	0	124167	1	0.00143297
SRP041736	SRS603492	SRX534775	SRR1275040	1086	0	759349	46	0	36395	1	0.00143017
DRP001797	DRS016621	DRX021450	DRR023656	2173	0	1520237	187	0	124165	1	0.00142938
SRP041736	SRS603504	SRX534787	SRR1274163	1018	0	712279	43	0	30453	1	0.00142922
SRP041736	SRS603512	SRX534795	SRR1274179	524	0	367182	31	0	22356	1	0.00142709
DRP001797	DRS016621	DRX021450	DRR023653	2185	0	1533865	181	0	124178	1	0.00142451
SRP039357	SRS565564	SRX480718	SRR1185103	186	0	130595	80	0	57169	1	0.00142425
DRP001797	DRS014290	DRX021445	DRR023614	1857	0	1306441	182	0	107798	1	0.00142142
SRP041736	SRS603514	SRX534797	SRR1274183	1068	0	752636	17	0	26641	1	0.00141901
DRP001797	DRS014290	DRX021445	DRR023599	1850	0	1304342	192	0	107659	1	0.00141834
DRP001797	DRS014290	DRX021445	DRR023610	1825	0	1289717	192	0	107332	1	0.00141504
DRP001797	DRS016621	DRX021450	DRR023660	2142	0	1521475	165	0	124318	1	0.00140784
SRP014146	SRS348802	SRX158092	SRR519077	184	0	130743	123	0	17716	0	0.00140734
DRP001797	DRS014289	DRX021443	DRR023590	1910	0	1363135	181	0	110785	1	0.00140118
DRP001797	DRS014289	DRX021443	DRR023589	1884	0	1358393	191	0	111114	1	0.00138693
DRP001797	DRS014289	DRX021443	DRR023587	1879	0	1362556	191	0	110734	1	0.00137903
SRP017262	SRS376476	SRX205708	SRR620135	34	0	24667	19	0	16256	1	0.00137836
SRP041736	SRS603487	SRX534770	SRR1275030	1014	0	736404	22	0	32050	1	0.00137696
DRP001797	DRS014289	DRX021443	DRR023588	1861	0	1355890	181	0	110572	1	0.00137253
SRP017262	SRS376463	SRX206920	SRR621698	6802	0	4961542	295	0	188189	1	0.00137094
DRP001797	DRS014289	DRX021443	DRR023591	1837	0	1349981	180	0	110403	1	0.00136076
SRP041736	SRS603497	SRX534780	SRR1274149	948	0	696843	61	0	34372	1	0.00136042
SRP041736	SRS603440	SRX534723	SRR1275112	2499	0	1856006	74	0	43873	1	0.00134644
SRP041736	SRS603506	SRX534789	SRR1274167	1365	0	1021996	32	0	28322	1	0.00133562
DRP001797	DRS014276	DRX021430	DRR023440	2042	0	1530462	187	0	118192	1	0.00133424
DRP001797	DRS014288	DRX021442	DRR023584	1729	0	1297421	173	0	102798	1	0.00133264
DRP001797	DRS014276	DRX021430	DRR023444	847	0	638098	136	0	90901	1	0.00132738
DRP001797	DRS014283	DRX021437	DRR023500	2439	136	1837863	186	12	131178	1	0.00132708
DRP001797	DRS016618	DRX021446	DRR023619	2044	0	1541489	184	0	122699	1	0.00132599
DRP001797	DRS014283	DRX021437	DRR023508	693	43	522989	111	9	89056	1	0.00132508
SRP015360	SRS360537	SRX182673	SRR553462	4157	0	3145970	203	0	127218	1	0.00132137
DRP001797	DRS014276	DRX021430	DRR023430	2050	0	1551753	197	0	118324	1	0.00132109
DRP001797	DRS016618	DRX021446	DRR023633	952	0	722718	140	0	99023	1	0.00131725
DRP001797	DRS014276	DRX021430	DRR023429	2029	0	1542472	189	0	118461	1	0.00131542
DRP001797	DRS014276	DRX021430	DRR023441	2028	0	1542716	198	0	118264	1	0.00131456
DRP001797	DRS014276	DRX021430	DRR023439	2027	0	1544488	188	0	118694	1	0.00131241
DRP001797	DRS014288	DRX021442	DRR023577	1704	0	1304182	177	0	103069	1	0.00130657
DRP001797	DRS016618	DRX021446	DRR023623	1979	0	1515708	178	0	121953	1	0.00130566
DRP001797	DRS014288	DRX021442	DRR023579	1709	0	1309098	174	0	103174	1	0.00130548
DRP001797	DRS014288	DRX021442	DRR023582	1680	0	1288318	171	0	102406	1	0.00130403
DRP001797	DRS014276	DRX021430	DRR023427	2023	0	1553909	176	0	118606	1	0.00130188
DRP001797	DRS014283	DRX021437	DRR023499	2389	176	1838504	182	17	131257	1	0.00129943
DRP001797	DRS014283	DRX021437	DRR023494	2391	149	1840692	171	12	130855	1	0.00129897
SRP017262	SRS376466	SRX205697	SRR620040	6639	0	5113665	331	0	198926	1	0.00129829
DRP001797	DRS014283	DRX021437	DRR023507	2367	127	1825210	192	13	130759	1	0.00129684
DRP001797	DRS014271	DRX021425	DRR023371	2025	1	1561670	169	1	122403	1	0.00129669
DRP001797	DRS016618	DRX021446	DRR023627	1951	0	1505179	188	0	122262	1	0.00129619
DRP001797	DRS014276	DRX021430	DRR023426	2019	0	1559280	182	0	118522	1	0.00129483
DRP001797	DRS016618	DRX021446	DRR023620	1964	0	1517638	177	0	122253	1	0.00129412
DRP001797	DRS014288	DRX021442	DRR023585	1689	0	1306644	174	0	103073	1	0.00129262
DRP001797	DRS014288	DRX021442	DRR023581	1670	0	1293001	173	0	103020	1	0.00129157
DRP001797	DRS016622	DRX021451	DRR023674	1912	0	1480681	190	0	124082	1	0.00129130
DRP001797	DRS014288	DRX021442	DRR023583	1675	0	1300167	171	0	102983	1	0.00128830
DRP001797	DRS014276	DRX021430	DRR023434	1975	0	1533439	195	0	118330	1	0.00128795
DRP001797	DRS016618	DRX021446	DRR023626	1939	0	1506732	188	0	122296	1	0.00128689
DRP001797	DRS014271	DRX021425	DRR023376	2007	0	1561615	173	0	122277	1	0.00128521
SRP041736	SRS603425	SRX534708	SRR1275172	2293	0	1784349	54	0	31323	1	0.00128506
ERP000546	ERS025092	ERX011217	ERR030881	7304	0	5685494	244	0	173003	1	0.00128467
DRP001797	DRS014283	DRX021437	DRR023498	2357	172	1836054	184	12	130507	1	0.00128373
SRP041736	SRS603515	SRX534798	SRR1274185	206	0	160846	32	0	20406	1	0.00128073
DRP001797	DRS014288	DRX021442	DRR023576	1686	0	1316469	162	0	103400	1	0.00128070
DRP001797	DRS016618	DRX021446	DRR023625	1939	0	1518326	181	0	122089	1	0.00127706
DRP001797	DRS014283	DRX021437	DRR023502	2348	135	1839950	175	13	131243	1	0.00127612
DRP001797	DRS014276	DRX021430	DRR023424	1973	0	1546254	193	0	118339	1	0.00127599
DRP001797	DRS014283	DRX021437	DRR023491	2354	149	1845335	178	13	131185	1	0.00127565
DRP001797	DRS016618	DRX021446	DRR023622	1956	0	1533431	181	0	122118	1	0.00127557
DRP001797	DRS014276	DRX021430	DRR023422	1988	0	1559138	184	0	118649	1	0.00127506
DRP001797	DRS016622	DRX021451	DRR023678	591	0	463962	118	0	86451	1	0.00127381
DRP001797	DRS016618	DRX021446	DRR023621	1943	0	1526225	184	0	122457	1	0.00127308
SRP039357	SRS565563	SRX480717	SRR1185102	107	0	84145	53	0	43260	1	0.00127161
DRP001797	DRS016622	DRX021451	DRR023675	1891	0	1487350	168	0	124074	1	0.00127139
DRP001797	DRS014276	DRX021430	DRR023432	1947	0	1532554	181	0	117843	1	0.00127043
DRP001797	DRS014283	DRX021437	DRR023504	2324	140	1830062	178	13	130801	1	0.00126990
DRP001797	DRS014276	DRX021430	DRR023433	1909	0	1505030	178	0	118341	1	0.00126841
DRP001797	DRS014276	DRX021430	DRR023438	1960	0	1545922	178	0	118415	1	0.00126785
DRP001797	DRS014283	DRX021437	DRR023490	2337	153	1845614	168	12	131070	1	0.00126625
DRP001797	DRS014276	DRX021430	DRR023431	1963	0	1550755	189	0	118163	1	0.00126584
DRP001797	DRS014276	DRX021430	DRR023436	1897	0	1502279	183	0	117908	1	0.00126275
DRP001797	DRS016618	DRX021446	DRR023629	1937	0	1536987	171	0	122325	1	0.00126026
DRP001797	DRS016618	DRX021446	DRR023632	1887	0	1499095	183	0	121720	1	0.00125876
SRP041736	SRS603431	SRX534713	SRR1275092	2366	0	1881243	59	0	30229	1	0.00125768
DRP001797	DRS014276	DRX021430	DRR023437	1952	0	1553152	192	0	118626	1	0.00125680
DRP001797	DRS014271	DRX021425	DRR023373	1970	0	1570952	155	0	122379	1	0.00125402
SRP041736	SRS603516	SRX534799	SRR1274187	886	0	706905	32	0	28782	1	0.00125335
DRP001797	DRS014276	DRX021430	DRR023428	1936	0	1545266	190	0	118092	1	0.00125286
DRP001797	DRS014288	DRX021442	DRR023586	1244	0	993819	157	0	95353	1	0.00125174
DRP001797	DRS016618	DRX021446	DRR023624	1924	0	1537394	181	0	122285	1	0.00125147
DRP001797	DRS016622	DRX021451	DRR023676	1856	0	1483402	177	0	123989	1	0.00125118
DRP001797	DRS014283	DRX021437	DRR023492	2281	152	1826735	182	15	130911	1	0.00124868
DRP001797	DRS014283	DRX021437	DRR023496	2293	158	1842439	171	13	131297	1	0.00124455
ERP004617	ERS393449	ERX379235	ERR412877	11467	2	9217966	442	2	231783	1	0.00124398
SRP017262	SRS376475	SRX205707	SRR620133	821	0	660033	154	0	112752	1	0.00124388
DRP001797	DRS016622	DRX021451	DRR023670	1857	0	1493255	174	0	124227	1	0.00124359
DRP001797	DRS014283	DRX021437	DRR023506	2278	148	1832132	169	12	130721	1	0.00124336
DRP001797	DRS014276	DRX021430	DRR023425	1911	0	1538313	188	0	117821	1	0.00124227
DRP001797	DRS014271	DRX021425	DRR023377	1932	0	1555392	173	0	122105	1	0.00124213
DRP001797	DRS014283	DRX021437	DRR023501	2258	134	1818104	186	11	130360	1	0.00124195
DRP001797	DRS014283	DRX021437	DRR023497	2290	136	1844222	179	14	131124	1	0.00124172
DRP001797	DRS014271	DRX021425	DRR023374	1938	0	1562725	161	0	121947	1	0.00124014
DRP001797	DRS014276	DRX021430	DRR023443	1879	0	1516100	180	0	117713	1	0.00123936
DRP001797	DRS014288	DRX021442	DRR023578	1625	0	1311275	172	0	103117	1	0.00123925
DRP001797	DRS014283	DRX021437	DRR023505	2255	144	1822149	181	16	131144	1	0.00123755
DRP001797	DRS016622	DRX021451	DRR023667	1833	0	1483162	181	0	124133	1	0.00123587
DRP001797	DRS014283	DRX021437	DRR023493	2290	160	1853205	187	14	131209	1	0.00123570
DRP001797	DRS016618	DRX021446	DRR023628	1837	0	1487505	187	0	121751	1	0.00123495
DRP001797	DRS016618	DRX021446	DRR023631	1884	0	1528378	180	0	122267	1	0.00123268
DRP001797	DRS016622	DRX021451	DRR023672	1808	0	1467111	179	0	124028	1	0.00123235
DRP001797	DRS016622	DRX021451	DRR023669	1832	0	1487912	193	0	123978	1	0.00123126
DRP001797	DRS014276	DRX021430	DRR023435	1865	0	1515887	181	0	117639	1	0.00123030
DRP001797	DRS016622	DRX021451	DRR023673	1800	0	1464644	176	0	123416	1	0.00122897
DRP001797	DRS014271	DRX021425	DRR023375	1902	0	1548053	171	0	121887	1	0.00122864
DRP001797	DRS014271	DRX021425	DRR023372	1928	0	1571959	165	0	122307	1	0.00122650
ERP004211	ERS363973	ERX334011	ERR361244	7439	0	6067093	430	0	212209	1	0.00122612
DRP001797	DRS014288	DRX021442	DRR023580	1604	0	1308813	167	0	103153	1	0.00122554
DRP001797	DRS016622	DRX021451	DRR023671	1803	0	1481083	172	0	123576	1	0.00121735
SRP017262	SRS376461	SRX205692	SRR620031	9096	0	7484234	328	0	200713	1	0.00121535
SRP041736	SRS603421	SRX534704	SRR1275164	1502	0	1237797	47	0	45840	1	0.00121345
DRP001797	DRS014283	DRX021437	DRR023495	2227	115	1835541	169	11	131051	1	0.00121327
DRP001797	DRS016622	DRX021451	DRR023668	1813	0	1494724	178	0	124391	1	0.00121293
DRP001797	DRS014276	DRX021430	DRR023423	1882	0	1552529	195	0	118531	1	0.00121222
SRP041736	SRS603429	SRX534712	SRR1275090	1321	0	1091082	63	0	45621	1	0.00121072
DRP001797	DRS016622	DRX021451	DRR023666	1810	0	1496134	167	0	124416	1	0.00120978
DRP001797	DRS016622	DRX021451	DRR023677	1776	0	1471500	189	0	123495	1	0.00120693
DRP001797	DRS014276	DRX021430	DRR023442	1841	0	1529745	195	0	118348	1	0.00120347
SRP007605	SRS254654	SRX087124	SRR324680	6035	0	5030208	333	0	172676	1	0.00119975
DRP001797	DRS016618	DRX021446	DRR023630	1805	0	1507301	175	0	122140	1	0.00119750
DRP001797	DRS014283	DRX021437	DRR023503	2183	124	1847413	164	13	131232	1	0.00118165
DRP001797	DRS014286	DRX021440	DRR023563	2116	0	1796828	176	0	126562	1	0.00117763
DRP001797	DRS014286	DRX021440	DRR023564	2015	0	1725525	165	0	125721	1	0.00116776
DRP001797	DRS014286	DRX021440	DRR023562	1957	0	1677880	160	0	124714	1	0.00116635
DRP001797	DRS014286	DRX021440	DRR023565	2050	0	1760684	157	0	126241	1	0.00116432
ERP004617	ERS393452	ERX379238	ERR412876	8781	2	7542607	393	2	221295	1	0.00116419
SRP014146	SRS348803	SRX158093	SRR519078	119	0	103181	87	0	16804	0	0.00115331
DRP001797	DRS014286	DRX021440	DRR023570	1214	0	1057858	127	0	109639	1	0.00114760
DRP001797	DRS014286	DRX021440	DRR023566	1861	0	1623259	144	0	123763	1	0.00114646
SRP041736	SRS603433	SRX534715	SRR1275096	1654	0	1446129	71	0	43688	1	0.00114374
ERP005641	ERS444312	ERX548794	ERR590805	3900	2	3429203	280	2	172171	1	0.00113729
SRP041736	SRS603423	SRX534706	SRR1275168	2407	0	2127954	60	0	39854	1	0.00113113
ERP004078	ERS359929	ERX329148	ERR356370	2285	0	2022058	238	0	139441	1	0.00113004
DRP001797	DRS014286	DRX021440	DRR023559	2016	1	1784783	172	1	126741	1	0.00112955
DRP001797	DRS014286	DRX021440	DRR023568	1943	0	1728810	154	0	125664	1	0.00112389
DRP001797	DRS014286	DRX021440	DRR023561	2016	0	1796117	166	0	126701	1	0.00112242
DRP001797	DRS014286	DRX021440	DRR023569	1980	0	1773984	159	0	126368	1	0.00111613
DRP001797	DRS014285	DRX021439	DRR023556	1979	73	1781060	173	13	127922	1	0.00111114
SRP017262	SRS376470	SRX205701	SRR620047	164	0	148241	40	0	45409	1	0.00110631
ERP005641	ERS444312	ERX548808	ERR590819	3805	0	3448299	298	0	172326	1	0.00110344
DRP001797	DRS014285	DRX021439	DRR023518	2035	70	1847375	169	10	128867	1	0.00110156
DRP001797	DRS014271	DRX021425	DRR023378	615	0	559720	103	0	89175	1	0.00109876
DRP001797	DRS014286	DRX021440	DRR023560	1860	0	1693260	172	0	124780	1	0.00109847
DRP001797	DRS014286	DRX021440	DRR023567	1947	1	1773972	160	1	126570	1	0.00109754
ERP004697	ERS399655	ERX386683	ERR420392	3577	0	3259654	428	0	194502	1	0.00109736
DRP001797	DRS014285	DRX021439	DRR023548	2015	71	1842102	184	9	128871	1	0.00109386
ERP005641	ERS444312	ERX548822	ERR590833	4152	1	3800065	323	1	176994	1	0.00109261
DRP001797	DRS014284	DRX021438	DRR023511	2040	112	1877144	169	9	131616	1	0.00108676
DRP001797	DRS014285	DRX021439	DRR023523	1904	69	1755633	161	11	127176	1	0.00108451
DRP001797	DRS014284	DRX021438	DRR023514	2020	120	1863609	184	16	131420	1	0.00108392
ERP004697	ERS399655	ERX386681	ERR420386	3626	0	3350093	414	0	196562	1	0.00108236
DRP001797	DRS014285	DRX021439	DRR023555	1973	85	1824268	162	12	128443	1	0.00108153
ERP005641	ERS444312	ERX548836	ERR590847	4118	0	3812034	309	0	177040	1	0.00108026
DRP001797	DRS014284	DRX021438	DRR023515	2034	125	1884901	183	12	131579	1	0.00107910
DRP001797	DRS014285	DRX021439	DRR023551	1822	87	1688750	176	15	125920	1	0.00107890
DRP001797	DRS014285	DRX021439	DRR023552	2011	74	1867680	166	16	129253	1	0.00107674
SRP017262	SRS376475	SRX205707	SRR620132	166	0	154198	58	0	57598	1	0.00107654
DRP001797	DRS014285	DRX021439	DRR023545	1660	68	1543813	162	15	123010	1	0.00107526
ERP000546	ERS025092	ERX011198	ERR030889	6465	0	6019695	257	0	187388	1	0.00107397
DRP001797	DRS014285	DRX021439	DRR023541	1959	72	1825202	165	12	128266	1	0.00107331
DRP001797	DRS014285	DRX021439	DRR023532	1993	81	1857304	171	11	128999	1	0.00107306
DRP001797	DRS014285	DRX021439	DRR023554	1976	83	1842063	160	14	128962	1	0.00107271
